month,region,region_code,claimant_count
February 2017,Yorkshire and The Humber,E12000003,77620
February 2017,East Midlands,E12000004,45600
February 2017,West Midlands,E12000005,85530
February 2017,East,E12000006,50190
February 2017,London,E12000007,115340
February 2017,South East,E12000008,63670
February 2017,South West,E12000009,44075
February 2017,Wales,W92000004,42245
February 2017,Scotland,S92000003,81720
March 2017,North East,E12000001,53610
March 2017,North West,E12000002,109775
March 2017,Yorkshire and The Humber,E12000003,78860
March 2017,East Midlands,E12000004,46965
March 2017,West Midlands,E12000005,87710
March 2017,East,E12000006,51160
March 2017,London,E12000007,118280
March 2017,South East,E12000008,65325
March 2017,South West,E12000009,45355
March 2017,Wales,W92000004,42820
March 2017,Scotland,S92000003,83590
April 2017,North East,E12000001,53405
April 2017,North West,E12000002,111865
April 2017,Yorkshire and The Humber,E12000003,78325
April 2017,East Midlands,E12000004,47170
April 2017,West Midlands,E12000005,88650
April 2017,East,E12000006,51225
April 2017,London,E12000007,121155
April 2017,South East,E12000008,65380
April 2017,South West,E12000009,45620
April 2017,Wales,W92000004,42230
April 2017,Scotland,S92000003,83545
May 2017,North East,E12000001,52770
May 2017,North West,E12000002,111565
May 2017,Yorkshire and The Humber,E12000003,76840
May 2017,East Midlands,E12000004,46685
May 2017,West Midlands,E12000005,87315
May 2017,East,E12000006,50365
May 2017,London,E12000007,122085
May 2017,South East,E12000008,64635
May 2017,South West,E12000009,44510
May 2017,Wales,W92000004,40600
May 2017,Scotland,S92000003,82025
June 2017,North East,E12000001,52260
June 2017,North West,E12000002,110360
June 2017,Yorkshire and The Humber,E12000003,75435
June 2017,East Midlands,E12000004,46495
June 2017,West Midlands,E12000005,86095
June 2017,East,E12000006,49365
June 2017,London,E12000007,121765
June 2017,South East,E12000008,63705
June 2017,South West,E12000009,43240
June 2017,Wales,W92000004,39430
June 2017,Scotland,S92000003,81190
July 2017,North East,E12000001,51850
July 2017,North West,E12000002,109425
July 2017,Yorkshire and The Humber,E12000003,74500
July 2017,East Midlands,E12000004,46455
July 2017,West Midlands,E12000005,85010
July 2017,East,E12000006,48695
July 2017,London,E12000007,121010
July 2017,South East,E12000008,63770
July 2017,South West,E12000009,42770
July 2017,Wales,W92000004,38785
July 2017,Scotland,S92000003,82245
August 2017,North East,E12000001,52580
August 2017,North West,E12000002,110245
August 2017,Yorkshire and The Humber,E12000003,74865
August 2017,East Midlands,E12000004,46725
August 2017,West Midlands,E12000005,85270
August 2017,East,E12000006,48455
August 2017,London,E12000007,120865
August 2017,South East,E12000008,64100
August 2017,South West,E12000009,42670
August 2017,Wales,W92000004,38740
August 2017,Scotland,S92000003,82150
September 2017,North East,E12000001,52615
September 2017,North West,E12000002,110285
September 2017,Yorkshire and The Humber,E12000003,74380
September 2017,East Midlands,E12000004,46575
September 2017,West Midlands,E12000005,85340
September 2017,East,E12000006,47920
September 2017,London,E12000007,120775
September 2017,South East,E12000008,64070
September 2017,South West,E12000009,42870
September 2017,Wales,W92000004,37905
September 2017,Scotland,S92000003,78155
October 2017,North East,E12000001,52555
October 2017,North West,E12000002,109375
October 2017,Yorkshire and The Humber,E12000003,74230
October 2017,East Midlands,E12000004,45895
October 2017,West Midlands,E12000005,84285
October 2017,East,E12000006,48220
October 2017,London,E12000007,120925
October 2017,South East,E12000008,64865
October 2017,South West,E12000009,43070
October 2017,Wales,W92000004,37290
October 2017,Scotland,S92000003,76645
November 2017,North East,E12000001,52965
November 2017,North West,E12000002,108260
November 2017,Yorkshire and The Humber,E12000003,73875
November 2017,East Midlands,E12000004,45740
November 2017,West Midlands,E12000005,83570
November 2017,East,E12000006,48370
November 2017,London,E12000007,119890
November 2017,South East,E12000008,64970
November 2017,South West,E12000009,43610
November 2017,Wales,W92000004,37150
November 2017,Scotland,S92000003,77005
December 2017,North East,E12000001,53915
December 2017,North West,E12000002,108860
December 2017,Yorkshire and The Humber,E12000003,75285
December 2017,East Midlands,E12000004,46115
December 2017,West Midlands,E12000005,84415
December 2017,East,E12000006,49275
December 2017,London,E12000007,119465
December 2017,South East,E12000008,66165
December 2017,South West,E12000009,44635
December 2017,Wales,W92000004,37710
December 2017,Scotland,S92000003,79035
January 2018,North East,E12000001,55800
January 2018,North West,E12000002,112480
January 2018,Yorkshire and The Humber,E12000003,78095
January 2018,East Midlands,E12000004,48280
January 2018,West Midlands,E12000005,87655
January 2018,East,E12000006,51455
January 2018,London,E12000007,120890
January 2018,South East,E12000008,69165
January 2018,South West,E12000009,46655
January 2018,Wales,W92000004,39505
January 2018,Scotland,S92000003,82320
February 2018,North East,E12000001,58125
February 2018,North West,E12000002,119175
February 2018,Yorkshire and The Humber,E12000003,82565
February 2018,East Midlands,E12000004,51300
February 2018,West Midlands,E12000005,92475
February 2018,East,E12000006,54665
February 2018,London,E12000007,125930
February 2018,South East,E12000008,73165
February 2018,South West,E12000009,49575
February 2018,Wales,W92000004,42145
February 2018,Scotland,S92000003,86695
March 2018,North East,E12000001,59440
March 2018,North West,E12000002,121955
March 2018,Yorkshire and The Humber,E12000003,84785
March 2018,East Midlands,E12000004,52410
March 2018,West Midlands,E12000005,95205
March 2018,East,E12000006,56565
March 2018,London,E12000007,127385
March 2018,South East,E12000008,74200
March 2018,South West,E12000009,50805
March 2018,Wales,W92000004,42850
March 2018,Scotland,S92000003,88915
April 2018,North East,E12000001,60820
April 2018,North West,E12000002,127065
April 2018,Yorkshire and The Humber,E12000003,87720
April 2018,East Midlands,E12000004,53875
April 2018,West Midlands,E12000005,99160
April 2018,East,E12000006,60080
April 2018,London,E12000007,131210
April 2018,South East,E12000008,76860
April 2018,South West,E12000009,54460
April 2018,Wales,W92000004,44270
April 2018,Scotland,S92000003,92110
May 2018,North East,E12000001,59315
May 2018,North West,E12000002,124015
May 2018,Yorkshire and The Humber,E12000003,85575
May 2018,East Midlands,E12000004,52930
May 2018,West Midlands,E12000005,99470
May 2018,East,E12000006,58360
May 2018,London,E12000007,128485
May 2018,South East,E12000008,74860
May 2018,South West,E12000009,51820
May 2018,Wales,W92000004,43200
May 2018,Scotland,S92000003,89905
June 2018,North East,E12000001,58070
June 2018,North West,E12000002,123895
June 2018,Yorkshire and The Humber,E12000003,84025
June 2018,East Midlands,E12000004,51730
June 2018,West Midlands,E12000005,99550
June 2018,East,E12000006,57830
June 2018,London,E12000007,127985
June 2018,South East,E12000008,73520
June 2018,South West,E12000009,51335
June 2018,Wales,W92000004,43185
June 2018,Scotland,S92000003,90855
July 2018,North East,E12000001,57730
July 2018,North West,E12000002,124035
July 2018,Yorkshire and The Humber,E12000003,83325
July 2018,East Midlands,E12000004,51250
July 2018,West Midlands,E12000005,100310
July 2018,East,E12000006,58125
July 2018,London,E12000007,127775
July 2018,South East,E12000008,73920
July 2018,South West,E12000009,51965
July 2018,Wales,W92000004,43480
July 2018,Scotland,S92000003,92780
August 2018,North East,E12000001,58640
August 2018,North West,E12000002,126095
August 2018,Yorkshire and The Humber,E12000003,84720
August 2018,East Midlands,E12000004,51880
August 2018,West Midlands,E12000005,101720
August 2018,East,E12000006,58900
August 2018,London,E12000007,128925
August 2018,South East,E12000008,75540
August 2018,South West,E12000009,53220
August 2018,Wales,W92000004,44045
August 2018,Scotland,S92000003,94225
September 2018,North East,E12000001,60240
September 2018,North West,E12000002,127370
September 2018,Yorkshire and The Humber,E12000003,85760
September 2018,East Midlands,E12000004,52155
September 2018,West Midlands,E12000005,102925
September 2018,East,E12000006,59700
September 2018,London,E12000007,132495
September 2018,South East,E12000008,77355
September 2018,South West,E12000009,53875
September 2018,Wales,W92000004,44435
September 2018,Scotland,S92000003,91970
October 2018,North East,E12000001,61760
October 2018,North West,E12000002,129460
October 2018,Yorkshire and The Humber,E12000003,86690
October 2018,East Midlands,E12000004,52950
October 2018,West Midlands,E12000005,104160
October 2018,East,E12000006,61055
October 2018,London,E12000007,134950
October 2018,South East,E12000008,79400
October 2018,South West,E12000009,55255
October 2018,Wales,W92000004,44690
October 2018,Scotland,S92000003,91840
November 2018,North East,E12000001,62850
November 2018,North West,E12000002,131330
November 2018,Yorkshire and The Humber,E12000003,87520
November 2018,East Midlands,E12000004,53965
November 2018,West Midlands,E12000005,104695
November 2018,East,E12000006,62145
November 2018,London,E12000007,136870
November 2018,South East,E12000008,81455
November 2018,South West,E12000009,57495
November 2018,Wales,W92000004,45495
November 2018,Scotland,S92000003,93090
December 2018,North East,E12000001,64750
December 2018,North West,E12000002,133570
December 2018,Yorkshire and The Humber,E12000003,89510
December 2018,East Midlands,E12000004,55615
December 2018,West Midlands,E12000005,106005
December 2018,East,E12000006,63435
December 2018,London,E12000007,139815
December 2018,South East,E12000008,84330
December 2018,South West,E12000009,59785
December 2018,Wales,W92000004,46750
December 2018,Scotland,S92000003,94995
January 2019,North East,E12000001,66935
January 2019,North West,E12000002,138215
January 2019,Yorkshire and The Humber,E12000003,93155
January 2019,East Midlands,E12000004,58705
January 2019,West Midlands,E12000005,109575
January 2019,East,E12000006,66200
January 2019,London,E12000007,143195
January 2019,South East,E12000008,88265
January 2019,South West,E12000009,61940
January 2019,Wales,W92000004,49160
January 2019,Scotland,S92000003,98960
February 2019,North East,E12000001,69815
February 2019,North West,E12000002,146895
February 2019,Yorkshire and The Humber,E12000003,97395
February 2019,East Midlands,E12000004,63575
February 2019,West Midlands,E12000005,115235
February 2019,East,E12000006,71240
February 2019,London,E12000007,151165
February 2019,South East,E12000008,94020
February 2019,South West,E12000009,66505
February 2019,Wales,W92000004,52155
February 2019,Scotland,S92000003,104935
March 2019,North East,E12000001,71280
March 2019,North West,E12000002,150630
March 2019,Yorkshire and The Humber,E12000003,100690
March 2019,East Midlands,E12000004,66370
March 2019,West Midlands,E12000005,119110
March 2019,East,E12000006,73410
March 2019,London,E12000007,155190
March 2019,South East,E12000008,96645
March 2019,South West,E12000009,67325
March 2019,Wales,W92000004,53725
March 2019,Scotland,S92000003,107760
April 2019,North East,E12000001,71335
April 2019,North West,E12000002,152415
April 2019,Yorkshire and The Humber,E12000003,102380
April 2019,East Midlands,E12000004,67865
April 2019,West Midlands,E12000005,122280
April 2019,East,E12000006,74690
April 2019,London,E12000007,158645
April 2019,South East,E12000008,98185
April 2019,South West,E12000009,67440
April 2019,Wales,W92000004,53770
April 2019,Scotland,S92000003,108035
May 2019,North East,E12000001,71215
May 2019,North West,E12000002,152665
May 2019,Yorkshire and The Humber,E12000003,103125
May 2019,East Midlands,E12000004,68685
May 2019,West Midlands,E12000005,124250
May 2019,East,E12000006,75440
May 2019,London,E12000007,161170
May 2019,South East,E12000008,99125
May 2019,South West,E12000009,67100
May 2019,Wales,W92000004,53940
May 2019,Scotland,S92000003,107025
June 2019,North East,E12000001,71495
June 2019,North West,E12000002,155010
June 2019,Yorkshire and The Humber,E12000003,104055
June 2019,East Midlands,E12000004,70205
June 2019,West Midlands,E12000005,128095
June 2019,East,E12000006,77570
June 2019,London,E12000007,165970
June 2019,South East,E12000008,101855
June 2019,South West,E12000009,67855
June 2019,Wales,W92000004,55325
June 2019,Scotland,S92000003,108710
July 2019,North East,E12000001,71250
July 2019,North West,E12000002,155840
July 2019,Yorkshire and The Humber,E12000003,104870
July 2019,East Midlands,E12000004,71715
July 2019,West Midlands,E12000005,129205
July 2019,East,E12000006,78395
July 2019,London,E12000007,167570
July 2019,South East,E12000008,103020
July 2019,South West,E12000009,67910
July 2019,Wales,W92000004,55215
July 2019,Scotland,S92000003,111135
August 2019,North East,E12000001,71580
August 2019,North West,E12000002,158320
August 2019,Yorkshire and The Humber,E12000003,106715
August 2019,East Midlands,E12000004,73170
August 2019,West Midlands,E12000005,131620
August 2019,East,E12000006,79755
August 2019,London,E12000007,170330
August 2019,South East,E12000008,104990
August 2019,South West,E12000009,68800
August 2019,Wales,W92000004,56770
August 2019,Scotland,S92000003,112310
September 2019,North East,E12000001,70760
September 2019,North West,E12000002,156890
September 2019,Yorkshire and The Humber,E12000003,106740
September 2019,East Midlands,E12000004,73270
September 2019,West Midlands,E12000005,133290
September 2019,East,E12000006,80070
September 2019,London,E12000007,173050
September 2019,South East,E12000008,106795
September 2019,South West,E12000009,68385
September 2019,Wales,W92000004,57290
September 2019,Scotland,S92000003,108690
October 2019,North East,E12000001,71910
October 2019,North West,E12000002,159445
October 2019,Yorkshire and The Humber,E12000003,108835
October 2019,East Midlands,E12000004,74610
October 2019,West Midlands,E12000005,135230
October 2019,East,E12000006,82000
October 2019,London,E12000007,175590
October 2019,South East,E12000008,110160
October 2019,South West,E12000009,69765
October 2019,Wales,W92000004,57400
October 2019,Scotland,S92000003,108595
November 2019,North East,E12000001,72235
November 2019,North West,E12000002,160330
November 2019,Yorkshire and The Humber,E12000003,109710
November 2019,East Midlands,E12000004,75025
November 2019,West Midlands,E12000005,136920
November 2019,East,E12000006,83565
November 2019,London,E12000007,177415
November 2019,South East,E12000008,112035
November 2019,South West,E12000009,70950
November 2019,Wales,W92000004,58720
November 2019,Scotland,S92000003,110250
December 2019,North East,E12000001,72465
December 2019,North West,E12000002,160115
December 2019,Yorkshire and The Humber,E12000003,110500
December 2019,East Midlands,E12000004,75710
December 2019,West Midlands,E12000005,136945
December 2019,East,E12000006,84750
December 2019,London,E12000007,177815
December 2019,South East,E12000008,113260
December 2019,South West,E12000009,71590
December 2019,Wales,W92000004,58960
December 2019,Scotland,S92000003,110705
